site,year,month_year,date,patch,plot,subplot,PIUV_less5cmDBH_total,PIUV_less130cm_total,PIUV_5to130_total,PIUV_less5cm,PIUV_greatequal5cm,PIUV_5to30cm,PIUV_31to130cm,PIUV_great130cm,soil_to40cm,soil2,nst_height_m,nst_dist_m,nst_dir,stpres_5m,stmh_5m,cnt_stmh_5m,stpres_10m,stmh_10m,cnt_stmh_10m,stpres_20m,stmh_20m,cnt_stmh_20m,light_cond,par_time,par0.3,par1.3,dwt1,dwt2,dwt3,dwt_eqgreat0,pool_pres,pool,bare_ground,litter,wood,trunk,Dicran,Sphagnum,om,cush_spp,sub_dom,NMDS_axis1,NMDS_axis2,NMDS_axis3,OS_less30cm,OS_31to130,OS_great130cm,OS_total,Plot_PIUVcnt,logpar0.3_resid,logpar1.3_resid,logparratio_resid,subNMDS_a1,subNMDS_a2,subNMDS_a3,us_emshr,us_shrubs,us_trees
RMB,2017,17-Feb,2/2/2017,Forest,F05,F0501,9,9,2,7,2,2,0,0,Muck,Muck,NA,NA,NA,1,6 to 10,3 to 5,1,6 to 10,1 to 2,1,11 to 15,1 to 2,"OC, PS",12:04:00,14,41,77,49,23,0,1,15,10,20,1,55,5,1,75,0,Other moss-trunk,0.7043,0.1653,0.0452,2,0,3,5,17,-0.171969269,-0.032630325,0.038901844,-0.6314,0.08913,-0.19601,36.5,16.0,37
RMB,2017,17-Feb,2/2/2017,Forest,F05,F0502,70,68,13,45,25,13,0,2,Mucky Peat,Mucky Peat,NA,NA,NA,1,6 to 10,3 to 5,1,6 to 10,1 to 2,1,11 to 15,1 to 2,"OC, PS",13:42:00,12,22,7,11,31,0,1,5,1,10,0,60,5,0,80,0,Other moss-trunk,0.7122,0.2282,0.0297,1,1,2,4,17,-0.315672912,-0.386371001,-0.164512542,-0.7477,0.15483,-0.09976,26.5,15.5,41
RMB,2017,17-Feb,2/2/2017,Forest,F05,F0503,11,11,1,10,1,1,0,0,Muck,Muck,NA,NA,NA,1,6 to 10,3 to 5,1,11 to 15,1 to 2,1,11 to 15,1 to 2,"OC, PS",14:31:00,27,38,23,31,109,0,0,0,0,20,1,90,1,1,100,0,Other moss-trunk,0.6234,0.2913,0.3126,1,3,11,15,17,0.067257198,-0.11878123,-0.279334144,-0.8255,0.34887,0.01589,37.0,21.5,71.5
RMB,2017,17-Feb,2/2/2017,Forest,F05,F0504,18,15,3,12,6,1,2,3,Muck,Muck,NA,NA,NA,1,6 to 10,3 to 5,1,11 to 15,1 to 2,1,11 to 15,1 to 2,"OC, PS",15:27:00,22,33,70,33,27,0,1,1,0,15,1,60,5,0,100,0,Other moss-trunk,1.0294,-0.2221,-0.2821,4,1,3,8,17,-0.021683885,-0.180050886,-0.251662718,-0.8108,0.20859,0.02931,32.0,21.0,7
RMB,2017,17-Feb,2/10/2017,Forest,F06,F0601,12,12,0,12,0,0,0,0,Muck,Muck,NA,NA,NA,1,6 to 10,1 to 2,1,6 to 10,1 to 2,1,11 to 15,1 to 2,"OC, PS",12:04:00,80,458,20,53,83,0,0,0,0,20,1,90,10,0,90,0,Other moss-trunk,1.0091,-0.1391,-0.141,3,13,7,23,21,0.261380505,0.630691916,0.324255283,-0.8081,0.38,0.00385,51.5,35.0,21
RMB,2017,17-Feb,2/10/2017,Forest,F06,F0602,41,41,2,39,2,2,0,0,Muck,Muck,NA,NA,NA,1,6 to 10,1 to 2,1,6 to 10,1 to 2,1,11 to 15,1 to 2,"OC, PS",13:44:00,284,227,48,44,34,0,0,0,0,15,1,45,5,0,95,0,Other moss-trunk,0.7924,0.2153,0.1692,1,5,5,11,21,0.734852004,0.242472795,-0.530812691,-0.8101,0.15621,0.0901,57.0,36.5,41.5
RMB,2017,17-Feb,2/10/2017,Forest,F06,F0603,28,28,3,25,3,3,0,0,Muck,Muck,NA,NA,NA,1,6 to 10,1 to 2,1,6 to 10,3 to 5,1,6 to 10,1 to 2,"OC, PS",14:57:00,31,86,24,24,32,0,0,0,0,20,0,45,1,0,100,0,Other moss-trunk,0.94,-0.1174,0.0315,2,1,5,8,21,-0.19635705,-0.148825755,0.00961655,-0.8169,0.17469,0.10672,48.0,27.0,16.5
RMB,2017,17-Feb,2/10/2017,Forest,F06,F0604,23,23,2,21,2,2,0,0,Muck,Muck,NA,NA,NA,1,6 to 10,1 to 2,1,6 to 10,3 to 5,1,6 to 10,1 to 2,"OC, PS",15:47:00,36,102,50,55,22,0,0,0,0,30,1,75,1,0,100,0,Other moss-trunk,1.239,-0.5063,0.0183,7,0,0,7,21,-0.056323555,0.001802326,0.018777463,-0.8312,0.32675,0.0415,66.5,50.5,2
RMB,2018,18-Mar,3/29/2018,Forest,F07,F0701,25,17,4,13,12,0,4,8,Mucky Peat,Mucky Peat,4.5,0,E,1,6 to 10,3 to 5,1,6 to 10,3 to 5,1,11 to 15,3 to 5,Sun,15:37:00,10.55,22.02,45,18,4,0,1,5,0,5,0,30,1,1,95,0,Other moss,1.0145,-0.5944,-0.1515,12,2,2,16,28,-0.024550603,-0.199080558,-0.115876932,-0.7703,-0.00062,0.10307,37.5,26.0,36.5
RMB,2018,18-Mar,3/29/2018,Forest,F07,F0702,11,11,0,11,0,0,0,0,Muck,Muck,8,0,NE,1,6 to 10,1 to 2,1,6 to 10,3 to 5,1,11 to 15,3 to 5,Sun,16:14:00,15.03,33.8,46,62,93,0,1,5,0,10,1,50,1,0,100,0,Other moss-trunk,0.6912,0.4159,0.3112,2,0,3,5,28,0.129155918,-0.012981172,-0.083484067,-0.7781,0.12486,0.01329,32.0,16.0,66
RMB,2018,18-Mar,3/29/2018,Forest,F07,F0703,43,43,7,36,7,6,1,0,Mucky Peat,Mucky Peat,8,2,SE,1,6 to 10,3 to 5,1,11 to 15,1 to 2,1,11 to 15,1 to 2,Sun,17:06:00,7.09,23.08,19,1,30,0,1,1,0,15,0,25,0,0,100,0,Other moss,0.878,-0.2954,-0.7867,2,1,0,3,28,-0.082836486,-0.061053348,0.077147783,-0.7812,0.09611,0.2136,13.0,11.5,6.5
RMB,2018,18-Mar,3/29/2018,Forest,F07,F0704,20,20,2,18,2,2,0,0,Muck,Muck,4.5,0,NW,1,6 to 10,6 to 12,1,6 to 10,1 to 2,1,11 to 15,1 to 2,Sun,11:20:00,5.06,20.18,67,45,38,0,1,10,0,10,0,55,1,0,100,0,Other moss-trunk,0.7526,0.2546,0.4271,6,1,0,7,28,-0.270462381,-0.152426245,0.165328858,-0.75,0.11831,-0.02729,52.0,35.5,81
RMB,2018,18-Mar,3/28/2018,Forest,F08,F0801,16,16,3,13,3,3,0,0,Peat,Peat,4.5,3,W,1,6 to 10,1 to 2,1,11 to 15,1 to 2,1,11 to 15,3 to 5,OC,13:46:00,7.2,41.3,-4,2,29,1,1,25,0,5,0,50,0,0,100,0,Other moss-trunk,0.7682,0.2356,0.2531,6,0,0,6,15,-0.161223266,0.023598511,0.315642763,-0.701,-0.01791,-0.12866,47.5,31.5,46.5
RMB,2018,18-Mar,3/28/2018,Forest,F08,F0802,10,10,0,10,0,0,0,0,Mucky Peat,Mucky Peat,7,0.5,E,1,6 to 10,1 to 2,1,11 to 15,1 to 2,1,11 to 15,3 to 5,OC,15:28:00,5.98,55.8,63,57,54,0,1,20,0,15,0,45,0,0,100,0,Other moss-trunk,0.7337,0.3956,0.4079,7,0,0,7,15,-0.211106987,0.184511514,0.526958222,-0.6932,0.02044,-0.03628,52.5,46.5,57
RMB,2018,18-Mar,3/28/2018,Forest,F08,F0803,28,28,2,26,2,2,0,0,Muck,Muck,5,2,SW,1,6 to 10,1 to 2,1,6 to 10,3 to 5,1,11 to 15,1 to 2,OC,16:13:00,14.24,73.62,30,13,3,0,1,5,0,5,0,75,0,0,100,0,Other moss-trunk,0.9002,0.0265,0.3158,15,1,2,18,15,0.240794507,0.381399488,0.270511031,-0.8101,0.22312,-0.09997,62.0,56.0,26.5
RMB,2018,18-Mar,3/28/2018,Forest,F08,F0804,18,7,2,5,13,0,2,11,Muck,Muck,4,0,SW,1,6 to 10,3 to 5,1,6 to 10,3 to 5,1,11 to 15,1 to 2,OC,17:12:00,7.97,12,35,30,-3,1,1,10,0,20,0,50,1,1,100,0,Other moss-trunk,1.0094,-0.4354,0.0024,4,0,1,5,15,0.103063181,-0.288806359,-0.265251868,-0.7185,0.12253,0.02537,51.5,35.5,16
RMB,2018,18-Apr,4/2/2018,Forest,F09,F0901,14,14,9,5,9,9,0,0,Muck,Muck,6,1,NW,1,6 to 10,1 to 2,1,11 to 15,1 to 2,1,11 to 15,3 to 5,"OC, PS",11:23:00,3.49,4.55,15,12,16,0,1,10,1,5,1,35,1,0,100,0,Other moss-trunk,0.9717,-0.2767,-0.4572,5,1,0,6,9,-0.372988217,-0.666207869,-0.317350474,-0.762,-0.00558,0.03231,23.5,7.0,6.5
RMB,2018,18-Apr,4/2/2018,Forest,F09,F0902,34,34,1,33,1,1,0,0,Other Moss,Moss,7,0.5,N,1,6 to 10,1 to 2,1,11 to 15,1 to 2,1,11 to 15,1 to 2,"OC, PS",12:06:00,46.27,79.9,36,29,48,0,0,0,0,15,0,15,0,0,100,0,Other moss,1.1775,-0.5836,-0.2394,6,7,6,19,9,0.647212263,0.470401333,-0.195289164,-0.7769,0.0775,0.28353,27.5,16.5,11.5
RMB,2018,18-Apr,4/2/2018,Forest,F09,F0903,8,8,0,8,0,0,0,0,Muck,Muck,4.5,2,N,1,6 to 10,1 to 2,1,11 to 15,1 to 2,1,11 to 15,3 to 5,"OC, PS",12:45:00,8.47,27.48,30,50,50,0,0,0,0,25,0,90,0,0,100,0,Other moss-trunk,0.8234,0.2133,0.5679,8,2,6,16,9,-0.151267777,-0.058379524,0.078596874,-0.8402,0.3661,0.02329,88.0,47.0,101.5
RMB,2018,18-Apr,4/2/2018,Forest,F09,F0904,25,24,12,12,13,11,1,1,Other Moss,Moss,2.5,0,S,1,6 to 10,1 to 2,1,6 to 10,3 to 5,1,11 to 15,1 to 2,"OC, PS",14:00:00,13.64,63.04,18,64,62,0,0,0,0,20,0,35,1,0,100,0,Other moss-trunk,1.0074,-0.2449,0.2681,9,5,9,23,9,0.03997028,0.284091258,0.23226539,-0.805,0.14975,0.16419,92.5,36.5,21.5
LC,2017,17-Mar,3/6/2017,Transition,R01,R0101,225,225,128,97,128,128,0,0,Muck,Muck,NA,NA,NA,1,3 to 5,3 to 5,1,6 to 10,1 to 2,1,6 to 10,3 to 5,PS,12:59:00,455.14,594.58,27,8,8,0,0,0,1,15,0,1,10,0,70,1,Other moss,0.8205,1.0617,,1,0,0,1,4,-0.208504844,-0.058152968,0.080834633,0.9276,1.0962,NA,23.0,15.5,0.5
LC,2017,17-Mar,3/6/2017,Transition,R01,R0102,64,64,57,7,57,46,11,0,Decaying SPMA,Moss,NA,NA,NA,1,3 to 5,1 to 2,1,6 to 10,1 to 2,1,6 to 10,3 to 5,PS,13:43:00,846.28,779.42,11,9,14,0,0,0,0,20,0,1,1,5,5,1,Litter-Sphagnum-other moss,-0.1214,0.7184,,6,2,0,8,4,0.045171326,0.041279586,-0.07097319,0.1124,1.2288,NA,67.5,21.0,0.5
LC,2017,17-Mar,3/6/2017,Transition,R01,R0103,38,38,21,17,21,20,1,0,Muck,Muck,NA,NA,NA,1,3 to 5,1 to 2,1,6 to 10,1 to 2,1,6 to 10,3 to 5,PS,13:44:00,1062.43,1046.74,5,2,9,0,0,0,0,5,1,1,10,20,20,0,Sphagnum-other moss-Dicran,0.6057,1.2362,,4,0,0,4,4,0.143957574,0.169346861,-0.041692163,0.3012,0.4164,NA,78.0,11.0,0.5
LC,2017,17-Mar,3/6/2017,Transition,R01,R0104,13,13,7,6,7,6,1,0,Mucky Peat,Mucky Peat,NA,NA,NA,1,3 to 5,1 to 2,1,6 to 10,1 to 2,1,6 to 10,3 to 5,PS,13:45:00,1109.38,554.96,-1,12,27,1,1,1,0,15,1,10,5,5,5,0,Litter-trunk,-0.0552,0.4785,,3,0,0,3,4,0.162737581,-0.106230279,-0.336049309,0.3409,1.0762,NA,33.0,21.0,0.5
LC,2017,17-Mar,3/7/2017,Transition,R02,R0201,19,19,12,7,12,12,0,0,Muck,Muck,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,3 to 5,1,3 to 5,1 to 2,OC,11:51:00,288.11,416.09,9,16,15,0,0,0,0,5,0,1,10,1,1,90,Cush,1.2643,0.26,,12,0,0,12,10,0.078089822,0.076561264,0.031678824,1.2308,-0.9066,NA,41.5,35.5,1
LC,2017,17-Mar,3/7/2017,Transition,R02,R0202,4,4,4,0,4,1,3,0,Decaying SPMA,Moss,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,11:53:00,232.72,341.44,46,21,16,0,0,0,0,1,0,1,15,15,5,20,Cush-Sphagnum-Dicran,0.7943,-0.2373,,0,0,1,1,10,-0.014634802,-0.009311617,0.038530567,0.6734,-0.2851,NA,51.5,50.5,0.5
LC,2017,17-Mar,3/7/2017,Transition,R02,R0203,7,7,6,1,6,3,3,0,Muck,Muck,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,3 to 5,OC,11:54:00,275.98,382.65,17,9,9,0,0,0,0,10,1,1,25,1,5,15,Dicran-cush-litter,1.0664,-0.3505,,1,0,0,1,10,0.0594091,0.040175703,0.013973985,1.1067,0.1699,NA,47.0,36.5,0.5
LC,2017,17-Mar,3/7/2017,Transition,R02,R0204,8,7,7,0,8,1,6,1,Muck,Muck,NA,NA,NA,1,3 to 5,3 to 5,1,3 to 5,1 to 2,1,3 to 5,3 to 5,OC,13:24:00,204.35,327.55,23,18,30,0,0,0,1,5,0,1,35,1,1,20,Dicran-cush,1.1645,-0.2947,,4,0,0,4,10,-0.13215782,-0.092599216,0.07695284,1.3237,-0.0553,NA,56.5,51.0,0.5
LC,2017,17-Mar,3/8/2017,Transition,R03,R0301,69,68,28,40,29,27,1,1,Mucky Peat,Mucky Peat,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,3 to 5,1,3 to 5,3 to 5,PS,12:02:00,538.83,619.28,0,18,13,1,1,1,0,1,0,10,20,45,1,15,Sphagnum-Dicran-cush,0.2839,-0.2646,,32,0,0,32,10,0.167031963,0.119275595,-0.042608917,0.0574,-0.3975,NA,47.5,46.0,1
LC,2017,17-Mar,3/8/2017,Transition,R03,R0302,80,80,14,66,14,12,2,0,Mucky Peat,Mucky Peat,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,3 to 5,PS,12:03:00,235.06,361.21,7,12,14,0,0,0,0,1,0,1,25,10,1,35,Cush-Dicran-Sphagnum,0.9018,-0.0119,,29,0,0,29,10,-0.193241073,-0.114851694,0.083536829,0.9771,-0.5021,NA,37.5,31.5,1
LC,2017,17-Mar,3/8/2017,Transition,R03,R0303,10,10,0,10,0,0,0,0,Muck,Muck,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,3 to 5,PS,12:05:00,317.29,521.5,8,15,20,0,0,0,0,10,0,20,25,0,30,0,Other moss-Dicran-trunk,1.0778,0.9174,,3,0,0,3,10,-0.06296342,0.044642853,0.112753724,1.1139,0.7747,NA,28.0,22.0,0.5
LC,2017,17-Mar,3/8/2017,Transition,R03,R0304,17,17,11,6,11,8,3,0,Muck,Muck,NA,NA,NA,1,3 to 5,3 to 5,1,3 to 5,1 to 2,1,3 to 5,3 to 5,PS,12:06:00,472.17,439.14,6,5,14,0,0,0,0,5,10,0,15,10,1,5,Dicran-Sphagnum-wood,0.667,0.727,,10,0,0,10,10,0.109678586,-0.030008462,-0.134539597,0.6554,0.4843,NA,42.0,20.5,0.5
LC,2017,17-Mar,3/9/2017,Transition,R04,R0401,22,22,9,13,9,8,1,0,Mucky Peat,Mucky Peat,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,11:17:00,173.6,214,9,13,5,0,0,0,0,1,0,0,5,15,1,70,Cush,0.7598,0.3315,,7,0,0,7,6,0.002921903,-0.012425397,-0.012710867,0.7963,-0.9241,NA,33.0,21.0,0.5
LC,2017,17-Mar,3/9/2017,Transition,R04,R0402,14,13,7,6,8,6,1,1,Mucky Peat,Mucky Peat,NA,NA,NA,1,3 to 5,3 to 5,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,11:18:00,159.87,206.96,14,22,20,0,0,0,0,5,0,1,10,0,10,40,Cush-Sphagnum-other moss,1.3036,0.3668,,1,0,0,1,6,-0.032860843,-0.026952754,0.008544521,1.3092,-0.2317,NA,17.5,11.0,0.5
LC,2017,17-Mar,3/9/2017,Transition,R04,R0403,8,6,4,2,6,3,1,2,Mucky Peat,Mucky Peat,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,11:20:00,168.6,224.09,11,4,7,0,0,0,0,5,0,1,25,1,15,25,Cush-Dicran-other moss,1.1805,-0.1119,,4,0,0,4,6,-0.009770248,0.007583307,0.019989987,1.2126,0.0311,NA,42.0,25.5,0.5
LC,2017,17-Mar,3/9/2017,Transition,R04,R0404,2,2,1,1,1,1,0,0,Mucky Peat,Mucky Peat,NA,NA,NA,1,1 to 2,3 to 5,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,11:21:00,179.12,230.78,12,9,20,0,0,0,0,5,0,1,15,1,40,20,Other moss-cush-Dicran,1.2668,-0.1256,,1,0,0,1,6,0.016516263,0.020358999,0.006479169,1.2257,0.3256,NA,33.0,21.5,0.5
LC,2018,18-Mar,3/14/2018,Transition,R05,R0501,6,5,5,0,6,1,4,1,Muck,Muck,2,2.5,NW,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",14:14:00,292.25,345.2,16,12,10,0,0,0,1,1,1,1,85,15,1,1,Dicran,0.7194,-1.0621,,9,3,0,12,5,0.039204627,-0.025772213,-0.044349759,0.5073,-1.044,NA,77.5,76.5,10.5
LC,2018,18-Mar,3/14/2018,Transition,R05,R0502,4,4,1,3,1,1,0,0,Peat,Peat,2,1,NW,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",15:45:00,349.71,412.34,36,24,16,0,0,0,1,5,1,1,20,25,1,1,Sphagnum-Dicran,0.4722,-0.5849,,30,0,1,31,5,0.222998439,0.158167683,-0.045118611,0.2163,0.1441,NA,47.0,46.0,20.5
LC,2018,18-Mar,3/14/2018,Transition,R05,R0503,16,15,6,9,7,4,2,1,Muck,Muck,1.5,0,NE,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",15:47:00,305.88,393.18,25,21,12,0,0,0,1,1,1,1,15,40,5,1,Sphagnum-Dicran,0.0434,0.1918,,21,0,0,21,5,0.164841469,0.137503635,-0.007625689,-0.0157,-0.097,NA,47.5,46.5,0.5
LC,2018,18-Mar,3/14/2018,Transition,R05,R0504,10,4,4,0,10,1,3,6,Muck,Muck,3,1.5,SW,1,3 to 5,1 to 2,1,3 to 5,3 to 5,1,3 to 5,1 to 2,"OC, PS",16:57:00,56.66,116.22,16,39,26,0,0,0,1,25,1,1,1,40,20,1,Sphagnum-litter-other moss,0.0875,-0.2162,,0,0,1,1,5,-0.4531127,-0.274198193,0.195338275,-0.2545,0.4621,NA,57.5,56.0,20
LC,2018,18-Mar,3/12/2018,Transition,R06,R0601,5,5,2,3,2,0,2,0,Mucky Peat,Mucky Peat,1.4,2,W/SW,1,3 to 5,1 to 2,1,3 to 5,3 to 5,1,6 to 10,1 to 2,"OC, PS",16:43:00,89.73,116.75,11,3,30,0,0,0,1,5,1,1,35,5,1,50,Cush-Dicran,1.214,-0.4676,,20,2,0,22,3,-0.092971631,-0.101092597,0.000583885,1.1341,-0.4194,NA,47.0,46.5,15
LC,2018,18-Mar,3/12/2018,Transition,R06,R0602,12,12,3,9,3,2,1,0,Muck,Muck,1.8,2,E,1,3 to 5,1 to 2,1,3 to 5,3 to 5,1,6 to 10,1 to 2,"OC, PS",18:33:00,44.36,57.57,10,0,7,1,1,1,1,1,1,1,10,1,10,85,Cush,1.3797,0.2218,,92,0,0,92,3,-0.085899459,-0.084001595,-0.000530645,1.2671,-0.7448,NA,31.5,26.5,0.5
LC,2018,18-Mar,3/14/2018,Transition,R06,R0603,5,4,4,0,5,1,3,1,Muck,Muck,1.7,0,W,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",11:52:00,61.16,101.19,14,31,38,0,1,1,1,1,1,1,55,1,1,45,Dicran-cush,1.3718,-0.4037,,24,0,0,24,3,-0.384686904,-0.287341995,0.105037486,1.3428,-0.5657,NA,21.5,21.0,10
LC,2018,18-Mar,3/14/2018,Transition,R06,R0604,5,5,4,1,4,2,2,0,Muck,Muck,1.2,0,W,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",12:42:00,469.51,576.91,16,12,5,0,1,1,1,5,1,1,30,1,5,50,Cush-Dicran,1.2875,-0.2332,,0,0,0,0,3,0.439426515,0.403377671,-0.024169413,1.2378,-0.3554,NA,36.5,20.5,15
LC,2018,18-Mar,3/17/2018,Transition,R07,R0701,3,3,3,0,3,2,1,0,Mucky Peat,Mucky Peat,0.5,1,N,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,11:19:00,204.33,232.7,13,22,8,0,0,0,1,1,1,1,20,1,10,55,Cush-Dicran,1.2883,0.0907,,6,0,0,6,4,-0.010830252,-0.023719679,-0.02895564,1.2767,-0.4342,NA,41.0,30.0,0
